TGC,2013 December 22 ,https://coinmarketcap.com/currencies/tigercoin/
STRB,2016 April 03 ,https://coinmarketcap.com/currencies/superturbostake/
ONE,2014 December 07 ,https://coinmarketcap.com/currencies/1coin/
RBX,2017 April 09 ,https://coinmarketcap.com/currencies/ripto-bux/
CHOOF,2016 December 04 ,https://coinmarketcap.com/currencies/choofcoin/
ECO,2017 August 06 ,https://coinmarketcap.com/currencies/ecocoin/
GAP,2014 December 07 ,https://coinmarketcap.com/currencies/gapcoin/
MHC,2019 February 24 ,https://coinmarketcap.com/currencies/metahash/
FTT,2018 August 19 ,https://coinmarketcap.com/currencies/farmatrust/
SMBR,2014 December 07 ,https://coinmarketcap.com/currencies/sembro-token/
REX,2017 December 03 ,https://coinmarketcap.com/currencies/imbrex/
RISK,2015 April 05 ,https://coinmarketcap.com/currencies/riskcoin/
DOC,2017 August 27 ,https://coinmarketcap.com/currencies/dochain/
XNK,2018 April 01 ,https://coinmarketcap.com/currencies/ink-protocol/
BTN,2018 December 02 ,https://coinmarketcap.com/currencies/bitnewchain/
PHO,2014 August 03 ,https://coinmarketcap.com/currencies/photon/
BCHABC,2018 November 11 ,https://coinmarketcap.com/currencies/bitcoin-cash-abc/
QORA,2014 August 03 ,https://coinmarketcap.com/currencies/qora/
BITZ,2015 April 05 ,https://coinmarketcap.com/currencies/bitz/
ALL,2017 April 02 ,https://coinmarketcap.com/currencies/allion/
DRG,2018 April 01 ,https://coinmarketcap.com/currencies/dragon-coins/
WEB,2018 August 05 ,https://coinmarketcap.com/currencies/webcoin/
SHOPX,2014 August 17 ,https://coinmarketcap.com/currencies/shopx/
NXTcoinsco,2014 December 07 ,https://coinmarketcap.com/currencies/tradebots/
GSR,2017 August 06 ,https://coinmarketcap.com/currencies/geysercoin/
J8T,2018 April 01 ,https://coinmarketcap.com/currencies/jet8/
BCAC,2018 December 02 ,https://coinmarketcap.com/currencies/business-credit-alliance-chain/
HEEL,2015 December 06 ,https://coinmarketcap.com/currencies/heelcoin/
BMC,2017 December 03 ,https://coinmarketcap.com/currencies/blackmoon/
DEUR,2016 April 03 ,https://coinmarketcap.com/currencies/digieuro/
AEC,2018 December 02 ,https://coinmarketcap.com/currencies/emaratcoin/
GIM,2017 December 03 ,https://coinmarketcap.com/currencies/gimli/
